[2026-05-22T06:23:44.360Z] GET https://fonts.gstatic.com/s/sourceserif4/v14/vEFI2_tTDB4M7-auWDN0ahZJW1gb8tc.woff2 → 200 (?ms, ?B)
[2026-05-22T06:23:44.360Z] GET https://images.unsplash.com/photo-1600585154340-be6161a56a0c?w=1800&q=85 → 200 (?ms, 544938B)
[2026-05-22T06:23:44.360Z] GET http://localhost:3000/assets/5cf718_87ffa939755144ae9ab222341b97bd30~mv2_d_2260_1507_s_2.jpg → 200 (?ms, 41544B)
[2026-05-22T06:27:14.913Z] GET http://localhost:3000/ → 200 (315ms, 65929B)
[2026-05-22T06:27:15.234Z] GET http://localhost:3000/___vscode_livepreview_injected_script → 200 (1ms, 9274B)
[2026-05-22T06:27:15.234Z] GET https://fonts.googleapis.com/css2?family=Manrope:wght@400;500;600;700;800&family=Source+Serif+4:opsz,wght@8..60,400;8..60,500;8..60,600;8..60,700&display=swap → 200 (?ms, 19820B)
[2026-05-22T06:27:15.234Z] GET http://localhost:3000/assets/finallogo.avif → 200 (?ms, 18508B)
[2026-05-22T06:27:15.257Z] GET https://fonts.gstatic.com/s/manrope/v20/xn7gYHE41ni1AdIRggexSg.woff2 → 200 (1ms, ?B)
[2026-05-22T06:27:15.258Z] GET https://fonts.gstatic.com/s/sourceserif4/v14/vEFI2_tTDB4M7-auWDN0ahZJW1gb8tc.woff2 → 200 (?ms, ?B)
[2026-05-22T06:27:15.258Z] GET https://images.unsplash.com/photo-1600585154340-be6161a56a0c?w=1800&q=85 → 200 (?ms, 544938B)
[2026-05-22T06:27:15.258Z] GET http://localhost:3000/assets/5cf718_87ffa939755144ae9ab222341b97bd30~mv2_d_2260_1507_s_2.jpg → 200 (1ms, 41544B)
